Category,Questions,Answers
Counseling and Psychological Services CAPS,be my information confidential ? Will you talk to my parents ?,"All interactions with CAPS , including scheduling of , attendance of appointments , content of your sessions , progress in counseling , and your records , are confidential within Student Counseling Services . No record of counseling is contained in any academic , educational or job placement file . At your written request/consent , CAPS staff will send a report , or talk with persons you designate.The counseling staff works as a team . Your counselor will consult with other counseling staff to provide you with the best possible care . Staff consultations are for professional and training purposes . Information will not be disclosed outside of CAPS without your written consent with the exception of the following : Imminent Harm to Self : If a staff member has reason to believe that you are in danger of physically harming yourself ; a mental health professional is legally and ethically required to report this information to the proper authorities and others ( i.e. , family , college administrators , campus police , etc . ) as needed to ensure your safety.Imminent Harm to Others : If a staff member has reason to believe that you are seriously threatening harm against another person and if s/he believes that you are a threat to the safety of another person , s/he is legally and ethically required to take some action ( such as contacting the police , notifying the other person , contacting college administrators , seeking involuntary hospitalization or some combination of these actions ) to ensure that the other person is protected.Abuse of Vulnerable Individuals : If a staff member has reason to believe that a child , an elderly person , or another vulnerable individual ( s ) is being physically or sexually abused or neglected ; s/he is legally obligated to report this situation to the appropriate state agency.Court Order : A court order , issued by a judge , may require CAPS staff to release information contained in records and/or require a counselor to testify in a court proceeding . If records are subpoenaed , we will make every effort to keep information confidential within the limits of the law.Please Note : The exceptions to confidentiality are rare . However , if they should occur it is the Center ’ s policy that , whenever possible , we will attempt to discuss with you any action that is being considered ."
Counseling and Psychological Services CAPS,What are CAPS ' hours ? Where are you located ?,Fall and Spring Semesters : Monday - Friday ( 9am-5pm ) ( Note : Evening hours vary by semester ) Our offices be located on the 2nd Floor of the Student Wellness Center ( between the North Building and the 9th Street Gate )
Counseling and Psychological Services CAPS,"If I 'm worried about someone other than myself , what should I do ?","If you are concerned about someone you know , you can : Encourage your friend to come see us . Sometimes it helps to introduce someone to us through our website . You could also offer your support by walking with them to our office and waiting while they attend an intake appointment.You can also meet with one of us to discuss how to reach out to your friend and talk to them about counseling . One possibility may be the sharing of a brochure provided to you by one of our counselors . Our office has an extensive selection of brochures on important topics ( e.g . eating disorders , depression , test anxiety , etc. ) . Sometimes sharing a brochure with the student you are concerned about will open up a conversation about the problem.You can submit a report to the CARE Team . In your report , include as much detail as possible about who you are worried about and why . Someone from the CARE Team will respond to your concerns , and will often reach out directly to the person about whom you are are concerned ."
Counseling and Psychological Services CAPS,What testament happen during my first appointment ?,"At your first appointment you will be asked to fill out a simple intake form ( this usually takes about fifteen minutes , so arrive a little early ! ) It will have contact information , questions about your background and your current concerns . In your first session you and your counselor will discuss what brings you to counseling , as well as review the information on your intake form . You and your counselor will also review the confidentiality policy together . If you decide to continue with treatment , you will be assigned a counselor . As often as possible , we aim for the counselor who provided your first appointment to continue as your therapist"
Counseling and Psychological Services CAPS,I 've been away on a medical leave . What 's the process for returning ?,"We sincerely hope that the time you took off from school was healing and that you feel prepared and ready to return to school . If your leave was for psychological treatment , you will need to take the following steps before you return : ( 1 ) You will need to fill out the following forms and return them to CAPS  We recommend you send these forms to us by secure fax ( 201-216-5629 ) or USPS : Release of Information - Please fill this out to allow one of our staff to speak with the treatment provider ( s ) who worked with you while you were on leave.Treating Agent Readmission Questionnaire - Please ask your treatment provider ( s ) to fill this out and return it directly to us . Also , your treatment provider ( s ) must submit a statement on their letterhead describing their opinion about your readiness to return to university . Student Readmission Questionnaire - Please fill this out yourself and return directly to CAPS . ( 2 ) You must schedule a readmission discussion with one of our staff . You can do so by calling us at ( 201-216-5177 ) . This discussion can occur either in-person or over the phone , but can only occur after you have sent in the forms described above . The point of the discussion is so that you and the staff member can talk in depth about how you are feeling , and whether the treatment you received has prepared you to return to school . The staff member you speak with will review the information filled out by your treatment provider to help inform the discussion , and may additionally contact your treatment provider with other questions . Following this discussion one of our staff will make a recommendation to the Dean of Students about your readiness to return to school . Ultimately , it is the Dean of Students who has the final decision about your return status ."
Giving,Are gifts to Stevens tax-deductible ?,"Yes ! All gifts to Stevens are tax-deductible to the extent allowed by law . For questions regarding your specific tax circumstances , please contact your tax adviser "
Giving,What is the Stevens bring of Technology tax ID number ?,The SmittyStevens tax ID number is 22-1487354 .
Giving,What forms of payment do you accept ,Please visit our How to Give page to learn more about the many ways that you can support Stevens .
Giving,Can I make a empower online ?,"Yes ! Stevens accepts Apple Pay , Paypal , Venmo , VISA , MasterCard , Discover and American expressmail on our secure and convenient Online Giving Form . You can make a gift right now for scholarships , class reunions or any other interest !"
Giving,Can I donate directly to Stevens via the Venmo app ,No . The only way to donate using Venmo is through our Online Giving Form . Venmo does n't currently provide support for user-created donation campaigns or non-profits . Venmo ’ s peertopeer experience can not be used to solicit or collect charitable contributions .
Giving,Do you accept matching gifts from employers ,Yes ! Search our Matching Gifts tool for companies like ExxonMobil and Verizon that double or even triple the contributions their employees ( and often employee spouses ) make to Stevens .
Giving,Can I give a stock or securities gift to Stevens ?,"Yes ! Giving stock is an easy way to support Stevens . It also brings you tax benefits . For more information about making a Gift of Stock , contact Zef Ferreira , Senior Director of mentalprocess and Development Services , at 201.216.5247 or zef.ferreira @ stevens.edu ."
Giving,When is the Stevens financial year ?,The Stevens fiscal year begins on July 1 and ends on June 30 .
Giving,What be Stevens ' Gift Acceptance Policy ?,Stevens ’ Gift acceptance Policy
Interlibrary Loan and Document Delivery Services,Is there a “ cap ” on the cost of documents ?,"Yes . For all document requests , the Library will subsidize up to $ 25.00 per document . If the document costs more than the subsidized amount , the Interlibrary Loan and writtendocument Delivery Services Department will contact you . You must agree to pay the balance before the Library proceeds with your request ."
Interlibrary Loan and Document Delivery Services,"Why do I get some documents in just days , others in a couple of weeks ?",All requests for documents are not necessarily filled by the same service or library . The Interlibrary Loan and Document Delivery Services Department reaches out to a network of libraries and they each have different legaltransfer methods and turnaround times .
Interlibrary Loan and Document Delivery Services,What should I exercise if I have an incomplete citation ?,Contact a Research Services Librarian for help in verifying your citation . It is important that your citation be accurate to avoid delays in getting your article .
Interlibrary Loan and Document Delivery Services,What is not available through ILL/DDS ?,"Books that the Library owns ( print form or electronic form ) . If a Stevens Library-owned book is out on loan , the book may be put on hold through the Library Catalog so that the current borrower must return the book to the Library at the end of the loan period.Reference booksChapters of booksEbooksRare or archival materialMost standards including ISO or ANSI standardsItems subject to copyright limitationsEntire issues of periodicals - we can get individual documents only . No more than 3 articles per issue of a journal will be filled in one calendar year to comply with copyright laws ."
Interlibrary Loan and Document Delivery Services,How do I get A copy of a dissertation from another institution ?,Request a non-Stevens dissertation here .
Interlibrary Loan and Document Delivery Services,"Can the library obtain ISO , ANSI , or other standards ?",The interlibrary loan department can not obtain whatever ISO or ANSI standards . Institutions do not normally lend these types of documents and the cost of purchasing one would be too high .
Interlibrary Loan and Document Delivery Services,vacation ILL Closing Schedule,Please be advised that the Interlibrary Loan Department will be unable to to initiate book requests at some point in December due to winter recess closures at Stevens and other universities . Please visit the main ILL/DDS page and Library social media for the schedule .
Stevens Wi-Fi,StevensConnect,This wireless network allows Stevens users to complete the JoinNow wizard to authenticate with their credentials to configure and connect their devices to Stevens-Net while on campus . Users will find this network in the all areas where Stevens-Net is available .
Stevens Wi-Fi,StevensNet,"Stevens-Net offers secure access to all local Stevens resources and is available campus-wide for all students , faculty , and staff . twist connecting to Stevens-Net for the first time must complete the JoinNow wizard ."
Stevens Wi-Fi,StevensGuest,The Stevens-Guest network is available for all campus visitors via a self-registration portal . groupA valid email address is required to gain access . Limitations will be applied to bandwidth and web-surfing . Registration for devices on this network must be renewed daily .
Stevens Wi-Fi,StevensIoT,"This wireless network is available for devices not compatible with Stevens-Net . distinctive devices are personal devices including smart-TVs , google home and other media devices ."
Stevens Wi-Fi,Eduroam,"For users traveling , Eduroam provides per-user , per-session encrypted network approach for visitors from participating institutions , without the need to gain guest credentials on arrival at an Eduroam enabled location . The Eduroam JoinNow wizard must be completed to gain access ."
Stevens Wi-Fi,Will my device work on Stevens-Net ,"The University supports automated configuration utilizing Stevens-Connect . Devices running any of the latest supported operating systems below should connect  Android devices running version 4.0 or newer . Apple iOS devices ( iPhone , iPad , iPod Touch ) macOS Mojave , Catalina , and Big Sur Microsoft Windows 8.1 and 10 Newest Linux builds"
Stevens Wi-Fi,"My device does not support 80211ax , what should I do ?","If your device is running an unsupported operating system , we recommend that you upgrade to the latest operating system version to ensure A smooth , stable connection to Stevens WiFi and reduce exposure to security risks ."
Stevens Wi-Fi,How do I get help connecting my device to Wi-Fi ?,"Please review our WiFi services page for detailed instructions . If you are still having issues , please submit a ticket , visit TRAC ( located near the entrance of the Library ) or contact IT Client Support Services at support @ stevens.edu ."
Stevens Wi-Fi,How secure constitute my wireless connection ?,"Stevens-Net and Eduroam use WPA2-AES to encrypt data between your wireless device and the Stevens-Net wireless access point . The use of SSH or SSL protocols encrypts data between client and server . These protocols provide an encrypted connection across both the wireless and wired networks from your device to the destination server . When you connect to web sites with secure connections ( https : // in the web address ) , you have reasonable assurances that your connection is encrypted with SSL . However , since wireless connections are more vulnerable to malicious interventions than wired connections , please be mindful of sensitive information you could transmit while using a wireless connection . If you visit websites that requiring a login name , password , or credit card information , please be aware that the potential exists for sensitive information to be intercepted ."
Innovation Expo,How do I navigate the Innovation expo ?,"Unsure where to begin ? Start by going to the menu screen on the app ( in yellow on the image on the right ) . You will see each event , its time and location . Click a listing for access to the event description and information on where to find additional resources ."
Innovation Expo,What is the unspoilt way to search in the Expo app ?,"Use the main search at the top of the app screen ( highlighted in red on the right ) . Using this main search , rather than the search within a specific section of the app , allows you to find information by someone 's name , project name or an orderofbusiness item ."
Innovation Expo,Is registration required to attend ?,"Registration is NOT required , but setting up login credentials is required to accesscode the app . All are welcome to attend ."
Innovation Expo,"What do SES , SB , SSE and CAL mean ?","What do SES , SB , SSE and CAL mean ? SES , SB , SSE and CAL are abbreviations for the schools at Stevens Institute of Technology . They are : SES – Charles V. Schaefer , Jr. School of Engineering and Science SB – School of Business SSE – School of Systems and Enterprises CAL – College of Arts and Letters"
Innovation Expo,Where can I park ?,"During the Innovation Expo , limited exempt parking will be available on Stevens Institute of Technology campus in the Babbio Center Garage . No parking tags are necessary ."
Innovation Expo,How do I unite to Wi-Fi ?,"HoosierState the WiFi settings on your device , select “ Stevens Guest ” from the list of available networks . No password required ."
Transfer Applicant,What if the credits I am submitting were completed more than five years ago ?,Stevens faculty review all course submitted for transfer credit evaluation . You must provide accurate course syllabi to assist the faculty in evaluating the credits .
Transfer Applicant,Will all of my credits transfer to Stevens ?,The content of each course varies with each school and therefore can not be determined without the appropriate materials .
Transfer Applicant,Is there a maximum amount of credits that Stevens will accept for transfer ?,"No , but you are required to complete atomicnumber85 least 50 % of your coursework at Stevens in order to receive a Stevens degree ."
Transfer Applicant,Are pass/fail courses eligible for transfer credit ,"No , not typically . However , physical Education courses may transfer ."
Transfer Applicant,How long will IT take for my transfer evaluation process to be completed ?,"It could vary depending on the time of year , but the average is two to three weeks from the time that all course information has been submitted ."
Transfer Applicant,What if I am not satisfied with my credit evaluation ?,"Should you have any questions regarding the transfer credits that have been awarded , please contact the Transfer Credit Coordinator in the Office of Undergraduate Academics ."
Seeking Help Off-Campus,How Do I Know if I Need professional Help ?,"It ’ s not forever easy to tell . One good rule of thumb is to seek professional help if you are experiencing symptoms that lead to an impairment in your social life , your work life , your academic life , or in any other meaningful area of your life . Another rule of thumb is to seek help when the level of distress you are experiencing exceeds your ability to cope with it on your own and with the help of your usual support network . Something you might find helpful is to consider taking a free and confidential online evaluation to help determine whether you might be dealing with a mental health disorder ."
Seeking Help Off-Campus,Guidelines for How Soon to Get Help,"The National Committee for Quality Assurance , surgery NCQA , recommends following these time frames when you need mental health and substance use disorder services . Get help : Immediately for a life-threatening emergency . Call 911 or go to the emergency roomWithin six hours for emergencies that aren ’ t life-threatening , but immediate attention is requiredWithin 48 hours for urgent care , when it ’ s not life-threatening but face-to-face contact is requiredWithin 10 days for routine office visits"
Seeking Help Off-Campus,How Intensive Does My Treatment Need to Be ?,"Just as in the case of medical conditions , some forms of psychological distress require more intensive care than others . Levels of care range from the least intensive ( called Outpatient Treatment ) to the most intensive ( Inpatient Hospitalization ) . Outpatient Treatment generally occurs once a week for approximately an hour with a licensed mental health provider such as psychiatrist , psychologist , social worker or professional counselor . Inpatient Treatment occurs within a hospital with round-the-clock support . Read more about levels of care by clicking here ."
Seeking Help Off-Campus,"Should I Try “ Talk ” Therapy , OR Should I Start a Medication ?","Both medication and talk therapy ( as well combination of the two ) have been scientifically proven to help with emotional problems . But there is evidence to suggest that some problems are better treated with one form of treatment over the other . Click here to read a helpful summary of current evidence from the American Psychological Association . Whatever decision you make , consider consulting with a physician , psychologist or mental health professional to help make the best choice for you ."
Seeking Help Off-Campus,How Do I Find a treatment Provider ?,"Use your insurance . Most insurance providers have a search tool that will allow you to search for in-network behavioral health providers in your area . You can usually find the website for your insurance on the back of your insurance card . Once you are able to see a list of covered provider , you can start to make calls or look at online profiles to see if they are a match for what you need.Low-cost and sliding scale options are available if you do not have health insurance or you are concerned that your insurance won ’ t cover what you need . If you think this might be the case for you , these tools may be valuable in your search : Behavioral Health Treatment Services Locator ( a tool from SAMHSA ) Find a Health Center ( a tool from the Dept of Health and Human Services ) Psychology Today : Find a Therapist Tool"
Seeking Help Off-Campus,What Makes for a Good Fit with a Treatment Provider ?,"When it comes to finding a mental health care provider , locating a good fit is key . The presence of a strong relationship is one of the most therapeutic aspects of mental health counseling . When choosing a provider , you will often have an opportunity to speak with them on the phone prior to a face-to-face meeting . Here are some questions you might want to consider asking a potential provider : Can you describe the style or type of therapy you do ? How do you think people get better in treatment ? Do you specialize in work with particular cultural identities ( e.g . ethnicity , gender  sexual orientation ) ? Do you have any particular areas of expertise ? In what languages are you able to provide treatment ? Do you have an active license to practice mental health treatment ?"
Seeking Help Off-Campus,Financial Considerations in locate the Right Provider for You,"It may also be important to clarify some issues related to money and insurance . It is okay to ask these questions up-front , and most ( if not all ) health-care providers expect such inquiries : Do you take my insurance ? How do you handle billing ? Do you offer treatment on a `` sliding scale '' based on individual financial considerations ? How much should I expect to pay per session ?"
Seeking Help Off-Campus,What Can I Do While I 'm Waiting for an Appointment ?,"There are some great self-help options available in books , online and through your smart phone . For example , here ’ s a list of ten things you can do right now for your mental health . If you are interested in more self-help options , click here to view a list of resource compiled by the Stevens office of Counseling and Psychological Services ."
Seeking Help Off-Campus,Links for Learning More about Insurance for Mental Health Care,Navigating the process of obtaining health insurance that covers the mental health treatment you need can be confusing . You don ’ t have to figure it all out on your own . Here are some very useful online resources that can help you in your exploration : FAQ from the U.S. government regarding insurance coverage for mental health Help navigating mental health and addictions insurance ( from the Dept of Health and Human Services ) A useful guide to mental health ‘ parity ’ lawsThings to consider when buying insurance coverage related to your mental healthUnderstanding Health Insurance ( from the National Alliance on Mental Illness )
Seeking Help Off-Campus,What comprise Uwill ?,Uwill is a direct teletherapy platform that allows college students nationwide to receive real-time counseling online from licensed mental health professionals .
Seeking Help Off-Campus,How do it work ?,"You choose from a list of mental health professionals , and you are then able to receive 1:1 counseling via video , phone , chat or text "
Seeking Help Off-Campus,Who be eligible ?,All currently registered and enrolled Stevens Institute of Technology scholarlyperson who are outside of New Jersey or New York with a valid school email address are eligible to utilize the Uwill platform .
Seeking Help Off-Campus,Is it free ,"Yes , being a registered and enrolled Stevens Institute of Technology student means that your college has chosen to offer this service to you as AN additional resource , free of charge ."
Seeking Help Off-Campus,How do I get started ,"You may access the Uwill chopine by clicking on app.uwill.com . From there , you can register using your Stevens email address . Once you complete the registration process , you will receive an email confirmation . After confirming your email address , you can select a counselor and schedule an appointment ."
Seeking Help Off-Campus,How retentive until I can get started ?,You will generally be matched with a counselor within 24 hours after you complete your registration
Seeking Help Off-Campus,What type of counseling can I receive through Uwill ?,"Uwill ’ s platform is designed to help students facing a variety of mental health concerns , including : depression , stress , specific relationship problems , family concerns , academic performance difficulties , sleep disturbance , social isolation/loneliness and adjustment to a new environment , among others ."
Seeking Help Off-Campus,Who constitute the counselors available on the platform ?,"They are all licensed mental health professionals with extensive clinical experience who possess one of the following credentials : Doctoral Level Licensed psychologists ( LP , Ph.D. , Psy.D . or the state ’ s equivalent of an independently licensed psychologist ) Master ’ s Level Licensed Clinical Social Workers  LCSW , LICSW , or the state ’ s equivalent of an independently licensed social worker ) Master ’ s Level Licensed Marriage and Family Therapists ( LMFT – or the state ’ s equivalent of an independently licensed marriage and family therapist ) Master ’ s Level Licensed Counselors ( LPC , LPCC – or the state ’ s equivalent of an independently licensed counselor )"
Seeking Help Off-Campus,Which treatment approaches do the counsellor utilize ?,"Counselors using the Uwill platform generally take a solutions-oriented , wholistic perspective to treatment with a focus on providing specific coping skills to address the issues you equal facing . To accomplish this , counselors use a variety of approaches including but not limited to : Cognitive Behavioral Therapy ( CBT ) , Dialectical Behavior Therapy ( DBT ) , and Mindfulness-Based Therapy ."
Seeking Help Off-Campus,"Can I choose between video , phone , chat and message-based support ?","Yes , you work with your counselor and select the format that best suits you . You tush also choose multiple modalities of therapy based on your schedule and needs ."
Seeking Help Off-Campus,What are Uwill credit and how do they work ?,"All currently enrolled Stevens students outside of New York and New Jersey receive 150 Uwill counseling credits . Credits will be deducted from your account as follows : Scheduled Video/Phone ( 30-minute session ) , = 30 credits ; Scheduled Chat ( 15-minute sessions ) = 15 credits ; Messaging ( 2-way exchange ) = 10 credits ."
Seeking Help Off-Campus,Do the credit expire ?,"Yes , the credits must be used between 2/1/2021-1/31/2022 when they will expire ."
Seeking Help Off-Campus,Can I continue working with my counselor once I use totally my credits ?,"Yes , you will have the option to continue working with a counselor once your credits are all used . More information on this is available in the student dashboard after you register ."
Seeking Help Off-Campus,Can I transfer my credits to another educatee ?,"atomicnumber102 , credits can not be transferred"
Seeking Help Off-Campus,What is your cancellation policy ?,"For all scheduled appointments , you may cancel up to 24 hours prior to the time of the appointment . Within 24 hours of the appointment , it will be considered a no-show and the credits will be deducted from your account as if the session was held ."
Seeking Help Off-Campus,Is it really private and secure ?,"Yes , we are HIPAA and FERPA compliant which means we follow the strictest privacy guidelines . We never share your data – even on anonymized basis  to any third party – without your consent ."
1098-T Tuition Statement,How do I receive my 1098-T ,"Form 1098-T supplies a circumstances of the information needed by taxpayers to claim tax credits . This form will be provided electronically to the student by January 31 of each year . To access your 1098-T Form : Students can follow the instructions below to access their 1098-T Form myStevens > Finances > Set up Payment PlanNote : Using your myStevens credentials , you will be redirected to Nelnet.In Nelnet > under 1098-T Documentation > click ( View 1098-T ) If it is asking for additional information ; please contact the Office of Student AccountAuthorized Users can access the form by logging onto Nelnet > https : //online.campuscommerce.comIn Nelnet > under 1098-T Documentation > click ( View 1098-T ) If it is asking for additional information ; please contact the Office of Student Accounts"
1098-T Tuition Statement,Who is eligible to receive a 1098-T ?,"In accordance with the IRS regulations , Stevens will issue the 1098-T only if all of the below conditions are met . During the respective calendar year , the student should have been : CitizenshipEnrollmentCharges and PaymentsA US citizen or permanent resident ORAn International student with a valid Taxpayer Identification Number ( ITIN ) , and have completed and submitted a W-9S form to the Office of Student Accounts.Matriculated and enrolled in a degree seeking program at Stevens ANDMade qualified payments towards QTRE billed during the same calendar yearBilled for and made payments towards qualified charges . ANDNot covered by any third party billing arrangements ANDNot covered in full by scholarships or grants "
1098-T Tuition Statement,What information is reported on the 1098-T ?,"DEMOGRAPHIC & ENROLLMENT DATA : Name , taxpayer identification number , permanent address , whether you were a graduate student during the calendar year , whether you were at least a half-time student during the calendar year.QUALIFIED TRANSACTIONS : BOX 1 - Payments received for qualified tuition and related expenses : Payments from all sources made from January 1 through December 31 of the current tax year towards outstanding tuition and mandatory fees . Payments include student payments , loans , credit balances from previous terms , grants and scholarships.BOX 4 - Adjustments made for a prior year : Adjustments made to qualified tuition and related expenses reported in a prior year.BOX 5 - Scholarships or grants : Scholarships or grants applied to the student 's account from January 1 through December 31 of the current tax year.BOX 6 - Adjustments to scholarships or grants for a prior year : – Adjustments made to scholarships or grants reported in a prior year ."
1098-T Tuition Statement,What proceedings qualify as Box 1 payments ?,"If you are eligible to receive a 1098-T , payments from all sources made towards qualified tuition and related expenses ( QTRE ) billed in the current tax year ( January 1- December 31 ) will be reported in Box 1 of the 1098-T . The first step in calculating Box 1 is determining QTRE . Per IRS guidelines , the following expenses qualify as QTRE : tuition , general service fee , student activity fee , lab feesThe following do not qualify , even if you are required to pay them to attend college : room & board , insurance , student health insurance , and transportation expensesPayments from all sources , including scholarships and grants that were applied towards qualified tuition and related expenses , will be included in Box 1 of the 1098-T ."
1098-T Tuition Statement,Why am one being asked to provide my SSN/ITIN ?,Stevens is required to collect your correct SSN/ITIN to file 1098-T tax form with the IRS . Annual reviews will be done by the Office of Student Accounts to check for student SSN/ITIN . Please note that you can be fined $ 50 by the IRS if you do have a SSN/ITIN and do not respond to our request to provide your SSN/ITIN .
1098-T Tuition Statement,How do I provide my SSN or tax ID Number to receive a 1098-T ?,"* * Please note an SSN/ ITIN is needed to generate a 1098-T Form.Students must drop off , mail , or fax a copy of their signed SSN card/ ITIN and W-9S form to the following address : Stevens Institute of TechnologyOffice of Student AccountsHowe Center LobbyCastle Point on HudsonHoboken NewJersey 07030-59913Fax : ( 201 ) 216-8050"
1098-T Tuition Statement,How do International students petition a 1098-T Tax form ?,"Most international students are not eligible to claim education tax credits with the U.S. Internal Revenue Service . For more information about eligibility , see IRS Publication 970 . Stevens can not provide tax advice . For additional information , please contact your tax adviser or the IRS.International students who have a social security number or ITIN need to request a 1098-T Form each year by dropping off A copy of their signed SSN card or ITIN approval letter and W-9S form to the Office of Student Accounts before March 1st ."
1098-T Tuition Statement,Why is A payment I made not reflected on my 1098-T form ?,Please e-mail Office of Student Accounts at 1098T @ stevens.edu and provide details about the payment to assist us in reviewing your student account .
1098-T Tuition Statement,I am a former student . How do I access my 1098-T form ?,Contact the Office of Student Accounts via email 1098T @ stevens.edu or phone at 201-216-3500 for far assistance .
1098-T Tuition Statement,What is Stevens Institute of Technology 's Tax ID count ?,Stevens Institute of Technology 's tax id number is 22-1487354 .
Enterprises Graduate Program,Where can I find my advisor information ,Your academic advisor and your faculty advisor will be listed under your Support Network in the Academics section of your Workday Student profile 
Enterprises Graduate Program,What is the difference between my academic advisor and my faculty advisor ?,"Academic advisors should be a student ’ s first stop for assistance . Academic advisors are SSE Student Success team members who provide students with guidance on their major curriculum , course registration , academic progress , preparation for summer studies , and changing a major . They are well-versed in Institute policies and procedures , and can connect students with resources across campus as needed . Students should meet with their academic advisor at least once each semester to ensure they are making satisfactory progress toward degree completion.Faculty advisors are a student ’ s resource for more in-depth , subject area-specific questions and planning for long-term goals . Faculty advisors are the best resource to recommend concentrations or electives that best align with a student ’ s interests and goals . Students should also connect with their faculty advisor to discuss research and internship opportunities , or to get advice on their postgraduate career plans . Students can find the name of their assigned faculty advisor listed in their support network in Workday ."
Enterprises Graduate Program,Do I need to submit AssociateinNursing Academic Plan ?,"Graduate students are not required to submit an Academic Plan in Workday , but some may find it to be a useful planning tool . Follow the steps In the Workday user guide to create your Academic Plan . The Academic Progress section of your Workday profile is the official degree audit tool . Your courses will be applied to your degree requirements on the Academic Progress screen as you register and complete them . We encourage all students to meet with their academic advisor during their first month at Stevens to plan out their courses to ensure they will meet all degree requirements in a timely manner ."
Enterprises Graduate Program,How can I choose my elective courses ?,"Students are encouraged to take electives that can be applied toward a graduate certificate . Students who do not wish to pursue angstromunit graduate certificate should choose their elective courses from the graduate courses at the School of Systems and Enterprises ( courses listed at 500-level or higher with one of the following prefixes : EM , ES , SSW and SYS ) . Students who wish to count a class outside of SSE as an elective may be permitted to do so if the class is directly related to their master ’ s degree and they receive approval from their faculty advisor . A complete list of courses is available in the Academic Catalog ."
Enterprises Graduate Program,I took graduate-level courses at another institution . Can I conveyance the credits from those courses in to Stevens and apply them toward my master 's degree ?,"Up to 9 transfer credits may be accepted toward a 30 credit Master ’ s degree if these credits have not already been used to obtain an academic degree at Stevens or any other institution . All credits for transfer must show grades of “ B ” ( 3.0 GPA ) or better , and the courses must be approved by the appropriate faculty in SSE and Graduate Academics . The transfer courses must be relevant to the graduate degree that the student is earning at Stevens . To initiate a transfer credit request , a student must submit an Application for Transfer Credit request in Workday  The student must also submit their final official transcript from the institution where the transfer courses were taken to the Office of the Registrar at registrar @ stevens.edu ."
Enterprises Graduate Program,How do I know when courses will be offered in order to plan my semesters at Stevens ?,"Although we do not have a permanent course schedule , we do tend to repeat our course offerings in a yearly manner ; that is , a course that we offered in the past spring semester is likely to be offered again in the next spring semester , and so on and so forth . Previous and current semester schedules can be found in Workday by searching `` Find Course Sections . '' A user guide with step-by-step instructions is available on the Workday Resource page ."
Enterprises Graduate Program,A class that I need to take for my degree requirements is n't on the schedule or is closedfull . What can I do ?,"If this is not your last semester at Stevens , we recommend that you wait to take the course during a later semester and choose another available course to round out your current schedule . If this is your last semester at Stevens , then you have a few options : If this is an elective class , the easiest solution is to find a different elective currently being offered . Be sure to consult your faculty advisor about the change in elective , especially if the new course is outside of SSE.If this is ampere core class , please bring it to our attention by emailing Jessica Rosa ( jrosa @ stevens.edu ) . Depending on the situation , we may be able to expand the number of seats in an existing section . Otherwise , we may recommend a substitute course or we may need to offer a course by application ."
Enterprises Graduate Program,How do iodine register for classes ?,Registration takes situation in Workday Student . Detailed information on registration procedures can be found on the Registrar 's website .
Enterprises Graduate Program,I have a registration hold . How do I resolve informationtechnology ?,"If you have a registration hold , you will be able to view it in your Workday Student profile . The holds section of your profile will also provide instructions on how to clear the hold . If you have a registration hold and you are not able to clear the hold on your own , contact Jessica Rosa ( jrosa @ stevens.edu ) for assistance ."
Enterprises Graduate Program,How can I tell if a course is offered online or on-campus ?,Online courses always have a section number ending in WS ( i.e . SYS 660-WS ) . On-campus course sections testament be marked with a single letter ( i.e . SYS 660-A ) .
Enterprises Graduate Program,I am an on-campus student . Am I allowed to take online courses ,"Yes ! Our online ( WS ) sections are open to all students , but there are limitations if you are an international student . Graduate students on an F-1 visa must enroll in at least 9 credits per semester . Of these 9 credits , one course ( worth up to 3 credits ) may be online or distance learning . Any courses taken above this requirement may be online or on-campus . For example , if a student is enrolled in 3 courses worth 3 credits each for a total of 9 credits , 2 courses must be on-campus and 1 course may be online . If a student is enrolled in 4 courses worth 3 credits each , 2 courses must be taken on-campus and 2 courses may be online . International students should always confirm their plans with International Student & Scholar Services ( ISSS ) to ensure compliance with visa regulations ."
Enterprises Graduate Program,How long will it take to complete a graduate program at the School of Systems & Enterprises ?,"The time to completion depends on how many courses a student takes per semester . Part-time students can take 8 or fewer credits per semester ( usually 1-2 courses ) whereas full-time students take 9-12 credits per semester ( usually 3-4 courses ) . Additionally , courses may be taken during the summer term , resulting in a faster completion.A graduate certificate ( 4-5 courses ) may be completed in as little as 1 semester , and at most , 45 semesters.A master ’ s degree ( 10 courses ) may be completed in as little as 3 terms ( 1 calendar year ) , and at most , 10 terms ( 5 calendar years ) .A Ph.D. degree requires a total of 84 credits ( or 54 credits post-master ’ s degree ) and varies in time of completion due to the nature of independent research . Some students complete it in 4 years ; some take longer ."
Enterprises Graduate Program,Where lavatory I get help and information regarding internships and jobs after graduation ?,Please visit the Stevens Career Center for further information wellnigh their services to our students .
